name,简介,不支持退款,分类,标签,游戏形式,语言,使用范围,控制方式,支持平台,版本,更新日期,名称,start,end
恶棍勇士6DoF,"简介《恶棍勇士Goblin Fighter》，是一款融合经典塔防和第一人称战斗的综合策略类VR游戏。
游戏中有超过百种的战术搭配组合，不论你是喜欢浴血奋战以一敌千，还是运筹帷幄决胜千里之外，都可以通过不同武器和机关的选择在游戏中都能找到适合你的套路。
游戏结合VR技术，带来突破虚拟的现实代入感。出色的游戏内容搭配VR的全新体验，定能让你感受到与以往不同的游戏体验。一起来玩吧。《恶棍勇士Goblin Fighter》，是一款融合经典塔防和第一人称战斗的综合策略类VR游戏。
游戏中有超过百种的战术搭配组合，不论你是喜欢浴血奋战以一敌千，还是运筹帷幄决胜千里之外，都可以通过不同武器和机关的选择在游戏中都能找到适合你的套路。
游戏结合VR技术，带来突破虚拟的现实代入感。出色的游戏内容搭配VR的全新体验，定能让你感受到与以往不同的游戏体验。一起来玩吧。",不支持退款申请：PICO退款政策,分类：游戏,"标签：动作, 冒险",游戏形式：单人,"语言：简体中文, 英语","使用范围：原地站立, 原地坐姿",控制方式：6-DOF 手柄,"支持平台：PICO Neo2, PICO Neo2 Wigig, PICO Neo2 Eye, PICO Neo2 Lite, PICO Neo3 Pro, PICO Neo3 Eye, PICO Neo3, PICO 4, PICO 4 Pro",版本：1.2,更新日期：2023年 2 月 20 日,恶棍勇士6DoF,2023-07-30 04:21:53,2023-07-30 04:24:41
