name,简介,年龄,支持退款,分类,标签,游戏形式,语言,使用范围,控制方式,支持平台,版本,更新日期,大小,开发者,发行商,开发者隐私政策,开发者服务条款,权限,名称,start,end
虚世界,简介虚世界里你可以像拥有魔法一样造物，目前有30多个“单字”让你创造属于自己的虚拟世界虚世界里你可以像拥有魔法一样造物，目前有30多个“单字”让你创造属于自己的虚拟世界,年龄：8+,支持退款申请：PICO退款政策,分类：游戏,"标签：探索, 放松, 休闲",游戏形式：单人,语言：简体中文,"使用范围：房间移动, 原地站立, 原地坐姿",控制方式：6-DOF 手柄,"支持平台：PICO 4, PICO Neo3, PICO 4 Pro",版本：1.0.12,更新日期：2023-2-27,大小：395.7 MB,开发者：脑语言,发行商：脑语言,开发者隐私政策：隐私政策,开发者服务条款：服务条款,"权限：相机, 麦克风",虚世界,2023-09-22 01:23:11,2023-09-22 01:24:24
