name,简介,年龄,支持退款,分类,标签,游戏形式,语言,使用范围,控制方式,支持平台,版本,更新日期,大小,开发者,发行商,开发者隐私政策,开发者服务条款,权限,名称,start,end
太空健身计划,"简介在太空中，飞船突发意外，你需要击碎各式各样的陨石来通过不同挑战。

《太空健身计划》集健身与游戏于一体，在这个广阔的太空中，你可以享受无限挑战乐趣。

由于动作幅度偏大，游戏时请务必留出足够空间。在太空中，飞船突发意外，你需要击碎各式各样的陨石来通过不同挑战。

《太空健身计划》集健身与游戏于一体，在这个广阔的太空中，你可以享受无限挑战乐趣。

由于动作幅度偏大，游戏时请务必留出足够空间。",年龄：12+,支持退款申请：PICO退款政策,分类：游戏,"标签：运动, 休闲, 音乐",游戏形式：单人,"语言：简体中文, 英语",使用范围：原地站立,控制方式：6-DOF 手柄,"支持平台：PICO Neo2, PICO Neo2 Lite, PICO Neo3 Pro, PICO Neo3 Eye, PICO Neo3, PICO 4, PICO 4 Pro",版本：1.1,更新日期：2022-11-2,大小：129.2 MB,开发者：银河威尔科技（北京）有限公司,发行商：银河威尔科技（北京）有限公司,开发者隐私政策：隐私政策,开发者服务条款：服务条款,"权限：位置信息, 相机, 麦克风",太空健身计划,2023-09-22 03:31:02,2023-09-22 03:32:36
