name,简介,支持退款,分类,标签,游戏形式,语言,使用范围,控制方式,支持平台,版本,更新日期,大小,开发者,发行商,开发者隐私政策,开发者网站,权限,名称,start,end
角斗士觉醒,"简介你将扮演一个英勇的战士，在角斗场用各种方式暴揍对手。
一分钟出拳10次还是100次完全由你的手速决定。
不限定招式、各种脑洞大开花式武器的设定让你尽情释放自己的创造力。
卡通画风，猛男大战，夸张搞笑的攻击反馈效果让你尽情释放压力。你将扮演一个英勇的战士，在角斗场用各种方式暴揍对手。
一分钟出拳10次还是100次完全由你的手速决定。
不限定招式、各种脑洞大开花式武器的设定让你尽情释放自己的创造力。
卡通画风，猛男大战，夸张搞笑的攻击反馈效果让你尽情释放压力。",支持退款申请：PICO退款政策,分类：游戏,标签：动作,游戏形式：单人,"语言：英语, 德语, 法语, 意大利语, 波兰语, 韩语, 日语, 俄语, 西班牙语, 简体中文",使用范围：房间移动,控制方式：6-DOF 手柄,"支持平台：PICO Neo3, PICO 4, PICO 4 Pro",版本：1.2.2854,更新日期：2022-10-20,大小：461.3 MB,开发者：Free Lives & 24 Bit Games,发行商：Devolver Digital,开发者隐私政策：隐私政策,开发者网站：http://freelives.net/games/gorn/,权限：存储空间,角斗士觉醒,2023-09-22 02:37:42,2023-09-22 02:39:33
