name,简介,不支持退款,分类,标签,语言,使用范围,控制方式,支持平台,版本,更新日期,大小,开发者,发行商,开发者隐私政策,开发者服务条款,开发者网站,权限,名称,start,end
蘑菇音乐,"简介2.0 版迎来重大升级！全新设计的音乐视频播放器。

蘑菇音乐是一款免费的音乐播放器，内置免费版权的歌曲，也可以导入您的本地音乐库，在美丽的世界里享受。

功能包括：
1.音乐格式支持mp3
2.视频格式支持mp4
3.数十套宏大的美丽世界
4.环境氛围与光照亮度

如果你喜欢它，购买场景包支持我们，同时你可以得到更多美丽的世界。2.0 版迎来重大升级！全新设计的音乐视频播放器。

蘑菇音乐是一款免费的音乐播放器，内置免费版权的歌曲，也可以导入您的本地音乐库，在美丽的世界里享受。

功能包括：
1.音乐格式支持mp3
2.视频格式支持mp4
3.数十套宏大的美丽世界
4.环境氛围与光照亮度

如果你喜欢它，购买场景包支持我们，同时你可以得到更多美丽的世界。",不支持退款申请：PICO退款政策,分类：应用,"标签：音乐, 放松, 探索","语言：简体中文, 英语",使用范围：原地坐姿,控制方式：6-DOF 手柄,"支持平台：PICO Neo3 Pro, PICO Neo3 Eye, PICO Neo3, PICO 4, PICO 4 Pro",版本：2.1,更新日期：2023-7-12,大小：785.7 MB,开发者：fastVR,发行商：fastVR,开发者隐私政策：隐私政策,开发者服务条款：服务条款,开发者网站：https://www.fastvr.co/,权限：存储空间,蘑菇音乐,2023-09-21 01:44:56,2023-09-21 01:46:35
