name,简介,年龄,不支持退款,分类,标签,游戏形式,语言,使用范围,控制方式,支持平台,版本,更新日期,大小,开发者,发行商,开发者隐私政策,开发者网站,权限,名称,start,end
仙人掌牛仔：全面战争,简介当虫子大军袭击仙人掌岛时，仙人掌军队派你来到战场。你与战友埃米利奥并肩而战，经历了多场沟壕战，并在仙人掌林间与敌人展开殊死搏斗，虫子大军背叛故事的序幕也被徐徐拉开。在战争中，你结识了新朋友、学会了新技能，并在虫子大军的炮火下一次又一次地幸存当虫子大军袭击仙人掌岛时，仙人掌军队派你来到战场。你与战友埃米利奥并肩而战，经历了多场沟壕战，并在仙人掌林间与敌人展开殊死搏斗，虫子大军背叛故事的序幕也被徐徐拉开。在战争中，你结识了新朋友、学会了新技能，并在虫子大军的炮火下一次又一次地幸存,年龄：16+,不支持退款申请：PICO退款政策,分类：游戏,"标签：动作, 射击, 冒险",游戏形式：单人,"语言：英语, 简体中文","使用范围：房间移动, 原地站立",控制方式：6-DOF 手柄,"支持平台：PICO 4, PICO Neo3, PICO Neo3 Pro, PICO 4 Pro",版本：1.1.0,更新日期：2023-5-22,大小：1.2 G,开发者：Cactus VR Studios,发行商：Cactus VR Studios,开发者隐私政策：隐私政策,开发者网站：https://www.cactusvrstudios.com,权限：存储空间,仙人掌牛仔：全面战争,2023-09-21 01:00:49,2023-09-21 01:02:31
