name,简介,不支持退款,分类,标签,语言,使用范围,控制方式,支持平台,版本,更新日期,大小,开发者,发行商,开发者隐私政策,开发者网站,名称,start,end
私人订制,简介各楼层内容简介---B1层：地下车库，F1层：迎宾大厅，F2层：工业项目，F3层：放映厅，F4层：医疗室，F5层：游戏厅，F6：艺术展厅，F7：儿童乐园。各楼层内容简介---B1层：地下车库，F1层：迎宾大厅，F2层：工业项目，F3层：放映厅，F4层：医疗室，F5层：游戏厅，F6：艺术展厅，F7：儿童乐园。,不支持退款申请：PICO退款政策,分类：应用,"标签：模拟, 教育, 医疗健康",语言：简体中文,"使用范围：房间移动, 原地站立, 原地坐姿",控制方式：6-DOF 手柄,"支持平台：PICO 4, PICO 4 Pro, PICO Neo3",版本：1.4.0,更新日期：2023-5-31,大小：238.7 MB,开发者：AIOVER工作室,发行商：AIOVER工作室,开发者隐私政策：隐私政策,开发者网站：http://www.aiover.top/game/sirendingzhi01,私人订制,2023-09-21 02:07:06,2023-09-21 02:09:45
