name,简介,年龄,不支持退款,分类,标签,语言,使用范围,控制方式,支持平台,版本,更新日期,大小,开发者,发行商,开发者隐私政策,权限,名称,start,end
女海盜：成名之路,简介在男性主宰的年代，一个身世凄惨的女孩竟然成为独霸一方的海盗领袖。这是祖母从小念给孙女的床边故事，但这不只是个故事，而是郑一嫂的真实人生。随着体验的推进，观众将探索出19世纪的郑一嫂是如何对抗命运，成为力量最强大的海盜領袖的在男性主宰的年代，一个身世凄惨的女孩竟然成为独霸一方的海盗领袖。这是祖母从小念给孙女的床边故事，但这不只是个故事，而是郑一嫂的真实人生。随着体验的推进，观众将探索出19世纪的郑一嫂是如何对抗命运，成为力量最强大的海盜領袖的,年龄：12+,不支持退款申请：PICO退款政策,分类：应用,标签：视频,语言：简体中文,"使用范围：房间移动, 原地站立, 原地坐姿",控制方式：6-DOF 手柄,"支持平台：PICO 4, PICO Neo3, PICO Neo3 Eye, PICO Neo3 Pro, PICO 4 Pro",版本：1.0,更新日期：2022-11-10,大小：1.9 G,开发者：黃郁傑,发行商：綺影映畫有限公司，高雄市電影館，沙核科技,开发者隐私政策：隐私政策,权限：麦克风,女海盜：成名之路,2023-09-21 02:00:41,2023-09-21 02:01:56
