name,简介,支持退款,分类,标签,语言,使用范围,控制方式,支持平台,版本,更新日期,大小,开发者,发行商,开发者隐私政策,权限,名称,start,end
Space Draw,"简介产品特色
1.简洁的界面操作，更适合初次尝试XR艺术的用户。
2.开启新手教程：将提供新手教学服务，让帮助每个新加入的用户从爱好者逐步走向艺术大师。
3.拥有强大的三维笔刷。软件提供了数十个不同的笔刷可以快速生成三维立体艺术品，其中华丽的高亮笔刷，让你在虚拟世界中创造令人炫目的艺术效果。
4.内置多人艺术画廊，用户可以在这里看到行业大师的佳作，也可以邀请朋友免费观赏到自己的XR艺术作品。
5.可以在微信小程序“XR数字艺术”里看到自己发布的作品。
6.预制情景主题：为了快速实现艺术效果，软件将提供多套情景主题，使用模板可以快速完成理想的作品。
7.便于分享：三维艺术作品可以保存成图片、视频和三维模型等多种形式方便给朋友分享。产品特色
1.简洁的界面操作，更适合初次尝试XR艺术的用户。
2.开启新手教程：将提供新手教学服务，让帮助每个新加入的用户从爱好者逐步走向艺术大师。
3.拥有强大的三维笔刷。软件提供了数十个不同的笔刷可以快速生成三维立体艺术品，其中华丽的高亮笔刷，让你在虚拟世界中创造令人炫目的艺术效果。
4.内置多人艺术画廊，用户可以在这里看到行业大师的佳作，也可以邀请朋友免费观赏到自己的XR艺术作品。
5.可以在微信小程序“XR数字艺术”里看到自己发布的作品。
6.预制情景主题：为了快速实现艺术效果，软件将提供多套情景主题，使用模板可以快速完成理想的作品。
7.便于分享：三维艺术作品可以保存成图片、视频和三维模型等多种形式方便给朋友分享。",支持退款申请：PICO退款政策,分类：应用,"标签：教育, 3D设计, 效率工具","语言：英语, 简体中文","使用范围：房间移动, 原地站立, 原地坐姿",控制方式：6-DOF 手柄,"支持平台：PICO 4, PICO Neo3, PICO Neo3 Pro, PICO Neo2, PICO 4 Pro",版本：1.8.8,更新日期：2023-4-27,大小：204.0 MB,开发者：上海蓝鳍信息科技有限公司,发行商：上海蓝鳍信息科技有限公司,开发者隐私政策：隐私政策,"权限：存储空间, 相机, 麦克风",Space Draw,2023-09-22 01:17:45,2023-09-22 01:19:36
