name,简介,年龄,不支持退款,分类,标签,游戏形式,语言,使用范围,控制方式,支持平台,版本,更新日期,大小,开发者,发行商,开发者隐私政策,开发者网站,权限,名称,start,end
Aery - Broken Memories VR,简介在 Aery - Broken Memories 中，你进入另一个人的脑海，以便让他们从昏迷中恢复过来在 Aery - Broken Memories 中，你进入另一个人的脑海，以便让他们从昏迷中恢复过来,年龄：8+,不支持退款申请：PICO退款政策,分类：游戏,"标签：放松, 探索, 模拟",游戏形式：单人,"语言：简体中文, 英语, 日语, 韩语","使用范围：原地站立, 原地坐姿","控制方式：6-DOF 手柄, 3-DOF 手柄","支持平台：PICO Neo3 Pro, PICO Neo3, PICO Neo3 Eye, PICO 4, PICO 4 Pro",版本：1.0.3,更新日期：2022-10-13,大小：899.4 MB,开发者：EpiXR Games,发行商：EpiXR Games,开发者隐私政策：隐私政策,开发者网站：https://www.epixrgames.com/,权限：存储空间,Aery - Broken Memories VR,2023-09-22 05:11:56,2023-09-22 05:13:02
