name,简介,不支持退款,分类,标签,语言,使用范围,控制方式,支持平台,版本,更新日期,大小,开发者,发行商,开发者隐私政策,名称,start,end
距离之书,简介1935年，冲田米藏离开日本广岛的家，在加拿大开始了新的生活。然后，战争和国家认可的种族主义改变了一切--他成了众矢之的。三代人之后，他的孙子，艺术家Randall Okita带领我们进行了一次互动式的虚拟朝圣之旅，穿越移民和家庭的情感地理，找回失去的东西……1935年，冲田米藏离开日本广岛的家，在加拿大开始了新的生活。然后，战争和国家认可的种族主义改变了一切--他成了众矢之的。三代人之后，他的孙子，艺术家Randall Okita带领我们进行了一次互动式的虚拟朝圣之旅，穿越移民和家庭的情感地理，找回失去的东西……,不支持退款申请：PICO退款政策,分类：应用,"标签：视频, 休闲","语言：英语, 简体中文","使用范围：房间移动, 原地站立, 原地坐姿",控制方式：6-DOF 手柄,"支持平台：PICO 4, PICO Neo3, PICO 4 Pro",版本：1.8.3,更新日期：2023-1-18,大小：881.1 MB,开发者：National Film Board of Canada,发行商：National Film Board of Canada,开发者隐私政策：隐私政策,距离之书,2023-09-22 01:46:47,2023-09-22 01:49:31
