name,简介,支持退款,分类,标签,游戏形式,语言,使用范围,控制方式,支持平台,版本,更新日期,大小,开发者,发行商,开发者隐私政策,开发者服务条款,开发者网站,权限,名称,start,end
黑曜世界,简介黑曜世界是一款专为VR打造的动作节奏游戏，在游戏中你要根据节拍分节和射击，以击败来自其他世界的威胁。聆听着精心制作的背景音乐，沉浸在新世界中，训练你的身体和思想。用Flextime控制你认为合适的战斗节奏，在成为声音和空间的终极传奇的旅程中，找寻并解开宇宙的秘密。黑曜世界是一款专为VR打造的动作节奏游戏，在游戏中你要根据节拍分节和射击，以击败来自其他世界的威胁。聆听着精心制作的背景音乐，沉浸在新世界中，训练你的身体和思想。用Flextime控制你认为合适的战斗节奏，在成为声音和空间的终极传奇的旅程中，找寻并解开宇宙的秘密。,支持退款申请：PICO退款政策,分类：游戏,"标签：动作, 射击, 音乐",游戏形式：单人,"语言：葡萄牙语, 韩语, 意大利语, 法语, 西班牙语, 德语, 日语, 英语, 简体中文",使用范围：房间移动,控制方式：6-DOF 手柄,"支持平台：PICO Neo3 Pro, PICO Neo3, PICO Neo3 Eye, PICO 4, PICO 4 Pro",版本：1.1,更新日期：2023-2-19,大小：972.2 MB,开发者：SolarBlack,发行商：Andromeda Entertainment,开发者隐私政策：隐私政策,开发者服务条款：服务条款,开发者网站：https://solarblack.net/,权限：麦克风,黑曜世界,2023-09-22 04:33:47,2023-09-22 04:36:05
