name,简介,年龄,不支持退款,分类,标签,游戏形式,语言,使用范围,控制方式,支持平台,版本,更新日期,大小,开发者,发行商,开发者隐私政策,开发者服务条款,开发者网站,权限,名称,start,end
超能军团,"简介收获全球100万玩家认可，原价88元的PICO年度VR游戏《超能军团》正式转免费啦！天降福利羊毛速薅！欢迎添加机器人微信：Game_GroupRobot，加入玩家群关注最新活动和赛事信息，一起切磋交流吧！

●游戏特色●
【多人竞技 团队战术】
一款多人团队战术射击竞技游戏，最多支持10同时在线PK。可以一键组队，也可以创建房间，快邀请好友，一起语音开黑吧！

【8种玩法  趣味竞技/超大地图】
丰富的竞技模式，包括装载，统治，遥控点，（个人/团队）死亡竞赛，占领旗帜，消除，球，修改器。配合每个玩法，也有多张不同超大地图让你穿梭战斗制定战术，体验不同探索竞技乐趣！不论新手菜鸟想抱大腿躺赢，还是高手想独领风骚炫技，都能找到适合你的模式。
【移动舒适 模式任选】
移动模式包括摇杆移动、冲刺、瞬移和乘坐导轨，可以按偏好选择，降低眩晕感。多种移动模式的组合可以匹配不同模式的竞技场，以快节奏与敌人进行激战，并达成团队目标。

【多种武器 自由组合】
目前支持8种不同的武器类型：手枪，冲锋枪，火箭发射器，霰弹枪，爆裂步枪，狙击手，冲击手枪和盾牌。所有武器都是单手武器，允许多种组合。一些武器还具有辅助功能，可以让你蓄力射击或引导火箭到达目的地。

【个性皮肤 由你定义】
支持自定义你的专属武器皮肤和头盔模型。新的皮肤和模型可以通过购买，或者通过获得经验和解锁新的关卡来解锁。目前新增70+把枪械皮肤和2套头盔皮肤等你尝鲜。

【离线训练 AI陪玩】
支持单人训练模式，可以离线访问AI对手，团战人数不够AI来凑。

●4月21日更新内容●
-新增70+枪械皮肤和2套身体及头盔皮肤
-新增游戏内购和商店
-占领旗帜玩法支持Stadium地图；球玩法支持Stadium和coast地图
-修复了穿墙的Bug
-修改器模式新增若干功能设置
-对地图和设置进行了一些调优收获全球100万玩家认可，原价88元的PICO年度VR游戏《超能军团》正式转免费啦！天降福利羊毛速薅！欢迎添加机器人微信：Game_GroupRobot，加入玩家群关注最新活动和赛事信息，一起切磋交流吧！

●游戏特色●
【多人竞技 团队战术】
一款多人团队战术射击竞技游戏，最多支持10同时在线PK。可以一键组队，也可以创建房间，快邀请好友，一起语音开黑吧！

【8种玩法  趣味竞技/超大地图】
丰富的竞技模式，包括装载，统治，遥控点，（个人/团队）死亡竞赛，占领旗帜，消除，球，修改器。配合每个玩法，也有多张不同超大地图让你穿梭战斗制定战术，体验不同探索竞技乐趣！不论新手菜鸟想抱大腿躺赢，还是高手想独领风骚炫技，都能找到适合你的模式。
【移动舒适 模式任选】
移动模式包括摇杆移动、冲刺、瞬移和乘坐导轨，可以按偏好选择，降低眩晕感。多种移动模式的组合可以匹配不同模式的竞技场，以快节奏与敌人进行激战，并达成团队目标。

【多种武器 自由组合】
目前支持8种不同的武器类型：手枪，冲锋枪，火箭发射器，霰弹枪，爆裂步枪，狙击手，冲击手枪和盾牌。所有武器都是单手武器，允许多种组合。一些武器还具有辅助功能，可以让你蓄力射击或引导火箭到达目的地。

【个性皮肤 由你定义】
支持自定义你的专属武器皮肤和头盔模型。新的皮肤和模型可以通过购买，或者通过获得经验和解锁新的关卡来解锁。目前新增70+把枪械皮肤和2套头盔皮肤等你尝鲜。

【离线训练 AI陪玩】
支持单人训练模式，可以离线访问AI对手，团战人数不够AI来凑。

●4月21日更新内容●
-新增70+枪械皮肤和2套身体及头盔皮肤
-新增游戏内购和商店
-占领旗帜玩法支持Stadium地图；球玩法支持Stadium和coast地图
-修复了穿墙的Bug
-修改器模式新增若干功能设置
-对地图和设置进行了一些调优",年龄：16+,不支持退款申请：PICO退款政策,分类：游戏,"标签：射击, 科幻, 动作","游戏形式：多人, 单人","语言：简体中文, 英语, 日语, 德语, 西班牙语, 法语, 意大利语, 韩语, 葡萄牙语, 繁体中文","使用范围：原地站立, 原地坐姿",控制方式：6-DOF 手柄,"支持平台：PICO Neo3, PICO 4, PICO 4 Pro, PICO Neo3 Pro, PICO Neo3 Eye",版本：29.4.49,更新日期：2023-6-27,大小：2.1 G,开发者：Triangle Factory,发行商：Triangle Factory,开发者隐私政策：隐私政策,开发者服务条款：服务条款,开发者网站：https://www.hyperdashvr.com/,"权限：存储空间, 位置信息, 麦克风",超能军团,2023-09-21 00:23:10,2023-09-21 00:26:39
