name,简介,年龄,支持退款,分类,标签,游戏形式,语言,使用范围,控制方式,支持平台,版本,更新日期,大小,开发者,发行商,开发者隐私政策,名称,start,end
进击的国王,"简介欢迎加入小助手微信号 wanvr888 进入微信区与开发者和玩家直接交流，更有群内不定期福利等你来领取~

被背叛的王的战争，置之死地而后生！

即使所有子民全部叛逃，作为国王，你带着无敌霰弹枪和王室的尊严也要和敌军决一死战，夺回王室的荣耀。请小心防御敌人进攻，避免中弹，同时巧妙移动你的位置，开膛上弹，瞄准叛徒，弹无虚发，杀死敌方的国王进入下一关。期待你英勇战斗，扫灭叛军，夺回属于自己的王国。

关键特点：
- 回合制战略第一人称射击游戏体验
- 科幻的沉浸式战斗场景
- 国际象棋玩法结合FPS元素的策略游戏
- 详细的引导和提示，新手友好
- 丝滑开枪手感以及炫酷爆破特效

拿起你的武器开火吧！欢迎加入小助手微信号 wanvr888 进入微信区与开发者和玩家直接交流，更有群内不定期福利等你来领取~

被背叛的王的战争，置之死地而后生！

即使所有子民全部叛逃，作为国王，你带着无敌霰弹枪和王室的尊严也要和敌军决一死战，夺回王室的荣耀。请小心防御敌人进攻，避免中弹，同时巧妙移动你的位置，开膛上弹，瞄准叛徒，弹无虚发，杀死敌方的国王进入下一关。期待你英勇战斗，扫灭叛军，夺回属于自己的王国。

关键特点：
- 回合制战略第一人称射击游戏体验
- 科幻的沉浸式战斗场景
- 国际象棋玩法结合FPS元素的策略游戏
- 详细的引导和提示，新手友好
- 丝滑开枪手感以及炫酷爆破特效

拿起你的武器开火吧！",年龄：8+,支持退款申请：PICO退款政策,分类：游戏,"标签：射击, 策略, 动作",游戏形式：单人,"语言：英语, 简体中文, 德语, 法语, 西班牙语, 日语","使用范围：房间移动, 原地站立, 原地坐姿",控制方式：6-DOF 手柄,"支持平台：PICO 4, PICO Neo3, PICO 4 Pro",版本：1.05,更新日期：2023-3-21,大小：161.4 MB,开发者：Suplife Games,发行商：Suplife Games,开发者隐私政策：隐私政策,进击的国王,2023-09-22 01:50:39,2023-09-22 01:53:37
