name,简介,年龄,支持退款,分类,标签,游戏形式,语言,使用范围,控制方式,支持平台,版本,更新日期,大小,开发者,发行商,开发者隐私政策,开发者服务条款,开发者网站,权限,名称,start,end
诺克：足球射手,"简介《诺克：足球射手》是一款多人竞技弓箭足球游戏，这是一款需要协调、敏捷和策略的全新游戏；
游戏玩法：你可以在球场尽情滑行和跳跃，使用弓箭将球射入对方球队的球门，即可得分！
游戏特色：
- 具有逼真的物理效果，一个快速移动的球可以击倒你，可以对对方球员发起身体撞击，甚至可以用你的身体来射门和扑球
- 匹配模式：可以选择1V1、2V2、3V3匹配模式，与在线玩家随心匹配，邀请好友一同游戏，还可以与机器人进行自由练习
- 比赛过程中可以用弓箭在球场设置障碍物，使比赛更有趣味性和竞技性
- 有自带语音聊天，可以轻松地与队友交流《诺克：足球射手》是一款多人竞技弓箭足球游戏，这是一款需要协调、敏捷和策略的全新游戏；
游戏玩法：你可以在球场尽情滑行和跳跃，使用弓箭将球射入对方球队的球门，即可得分！
游戏特色：
- 具有逼真的物理效果，一个快速移动的球可以击倒你，可以对对方球员发起身体撞击，甚至可以用你的身体来射门和扑球
- 匹配模式：可以选择1V1、2V2、3V3匹配模式，与在线玩家随心匹配，邀请好友一同游戏，还可以与机器人进行自由练习
- 比赛过程中可以用弓箭在球场设置障碍物，使比赛更有趣味性和竞技性
- 有自带语音聊天，可以轻松地与队友交流",年龄：8+,支持退款申请：PICO退款政策,分类：游戏,"标签：运动, 动作, 社交","游戏形式：多人, 单人","语言：英语, 简体中文, 德语, 日语, 法语, 韩语, 西班牙语, 意大利语","使用范围：房间移动, 原地站立, 原地坐姿",控制方式：6-DOF 手柄,"支持平台：PICO 4, PICO Neo3, PICO 4 Pro",版本：1.6.3,更新日期：2023-1-19,大小：503.7 MB,开发者：Normal,发行商：Normal,开发者隐私政策：隐私政策,开发者服务条款：服务条款,开发者网站：https://nock.game,"权限：存储空间, 麦克风",诺克：足球射手,2023-09-21 02:17:54,2023-09-21 02:19:51
