name,简介,年龄,支持退款,分类,标签,游戏形式,语言,使用范围,控制方式,支持平台,版本,更新日期,大小,开发者,发行商,开发者隐私政策,开发者网站,名称,start,end
废墟法师,"简介沉浸式VR战斗方式自由选择；丰富的故事驱动你解决隐藏的致命谜题；
种类多样的魔法技能、可升级的装备，快来打造属于你自己的法师！
身临其境地探索幻想世界。作为著名的法师公会的新手成员，揭开隐藏在大阿姆尼斯镀金街道下的奥秘。让我们开始一段旅程！为了我们的明天！沉浸式VR战斗方式自由选择；丰富的故事驱动你解决隐藏的致命谜题；
种类多样的魔法技能、可升级的装备，快来打造属于你自己的法师！
身临其境地探索幻想世界。作为著名的法师公会的新手成员，揭开隐藏在大阿姆尼斯镀金街道下的奥秘。让我们开始一段旅程！为了我们的明天！",年龄：16+,支持退款申请：PICO退款政策,分类：游戏,"标签：动作, 角色扮演",游戏形式：单人,"语言：英语, 简体中文","使用范围：原地站立, 原地坐姿",控制方式：6-DOF 手柄,"支持平台：PICO 4, PICO Neo3, PICO 4 Pro",版本：1.1.0.152,更新日期：2023-3-16,大小：3.2 G,开发者：CharacterBank Inc.,发行商：Mastiff,开发者隐私政策：隐私政策,开发者网站：https://ruinsmagus.com/,废墟法师,2023-09-21 00:23:50,2023-09-21 00:26:42
