name,简介,年龄,不支持退款,分类,标签,游戏形式,语言,使用范围,控制方式,支持平台,版本,更新日期,大小,开发者,发行商,开发者隐私政策,权限,名称,start,end
Party Pie,简介Party Pie是一款适合所有人的免费的欢乐聚会游戏，包含了4张地图，其中2个合作类地图及2张竞技地图。每个地图都带给你全新玩法和感受。同时游戏支持自定义皮肤，不但能在VR里化妆，甚至能在游戏里给好朋友做个美甲。游戏支持单人及多人联机，适合硬核，情侣，亲子，单身玩家等多种人群。欢乐无极限，快乐尝试一下吧。Party Pie是一款适合所有人的免费的欢乐聚会游戏，包含了4张地图，其中2个合作类地图及2张竞技地图。每个地图都带给你全新玩法和感受。同时游戏支持自定义皮肤，不但能在VR里化妆，甚至能在游戏里给好朋友做个美甲。游戏支持单人及多人联机，适合硬核，情侣，亲子，单身玩家等多种人群。欢乐无极限，快乐尝试一下吧。,年龄：12+,不支持退款申请：PICO退款政策,分类：游戏,"标签：休闲, 动作, 社交","游戏形式：多人, 单人",语言：简体中文,使用范围：原地站立,控制方式：6-DOF 手柄,"支持平台：PICO 4, PICO Neo3, PICO 4 Pro",版本：0.204,更新日期：2023-1-13,大小：205.1 MB,开发者：ISVR,发行商：ISVR,开发者隐私政策：隐私政策,"权限：存储空间, 麦克风",Party Pie,2023-09-22 00:43:11,2023-09-22 00:45:22
