name,简介,年龄,支持退款,分类,标签,游戏形式,语言,使用范围,控制方式,支持平台,版本,更新日期,大小,开发者,发行商,开发者隐私政策,名称,start,end
拳击俱乐部,简介拳击俱乐部是一款 VR 格斗游戏，您可以在其中扮演拳击手或街头霸王对抗各种对手。您还可以在虚拟拳击馆训练。拳击俱乐部是一款 VR 格斗游戏，您可以在其中扮演拳击手或街头霸王对抗各种对手。您还可以在虚拟拳击馆训练。,年龄：8+,支持退款申请：PICO退款政策,分类：游戏,"标签：运动, 模拟, 动作",游戏形式：单人,"语言：英语, 简体中文",使用范围：房间移动,控制方式：6-DOF 手柄,"支持平台：PICO Neo3, PICO 4, PICO 4 Pro",版本：3.03,更新日期：2022-11-24,大小：396.6 MB,开发者：Adam Stanulewicz,发行商：Adam Stanulewicz,开发者隐私政策：隐私政策,拳击俱乐部,2023-09-22 03:39:57,2023-09-22 03:42:27
