name,简介,年龄,不支持退款,分类,标签,游戏形式,语言,使用范围,控制方式,支持平台,版本,更新日期,大小,开发者,发行商,开发者隐私政策,名称,start,end
花房姑娘,简介获得2019年威尼斯电影节金狮奖、2019年高雄电影节最佳VR沉浸奖、2020年度黄金时段艾美奖等国际电影节大奖的《花房姑娘》利用微缩世界模型的展示方式讲了一个爱情故事。Pedro是小镇上的送报员，每天他都骑着自行车走过同样的路线，并且总是带着一朵小黄花，偷偷地放在Rosa的门前。然而花总有摘完的一天，重复每天同样步骤的Pedro，必須要鼓起勇气跨出自己的舒适圈，才能找到属于他爱情的花园。以微缩模型的独特呈现，切入这个有趣的爱情故事，透过互动式的机关，让观众不仅单纯观看，更成为推动故事发展的一部分。获得2019年威尼斯电影节金狮奖、2019年高雄电影节最佳VR沉浸奖、2020年度黄金时段艾美奖等国际电影节大奖的《花房姑娘》利用微缩世界模型的展示方式讲了一个爱情故事。Pedro是小镇上的送报员，每天他都骑着自行车走过同样的路线，并且总是带着一朵小黄花，偷偷地放在Rosa的门前。然而花总有摘完的一天，重复每天同样步骤的Pedro，必須要鼓起勇气跨出自己的舒适圈，才能找到属于他爱情的花园。以微缩模型的独特呈现，切入这个有趣的爱情故事，透过互动式的机关，让观众不仅单纯观看，更成为推动故事发展的一部分。,年龄：16+,不支持退款申请：PICO退款政策,分类：游戏,标签：视频,游戏形式：单人,"语言：简体中文, 英语","使用范围：房间移动, 原地站立, 原地坐姿",控制方式：6-DOF 手柄,"支持平台：PICO Neo3 Pro, PICO Neo3, PICO Neo3 Eye, PICO 4, PICO 4 Pro",版本：61,更新日期：2022-7-19,大小：384.1 MB,开发者：Arvore,发行商：Arvore,开发者隐私政策：隐私政策,花房姑娘,2023-09-22 00:44:04,2023-09-22 00:47:05
