name,简介,不支持退款,分类,标签,语言,使用范围,控制方式,支持平台,版本,更新日期,大小,开发者,发行商,开发者隐私政策,开发者服务条款,开发者网站,权限,名称,start,end
咕搭,简介使用自己的虚拟形象，在元宇宙世界中，进行社交和体验。使用自己的虚拟形象，在元宇宙世界中，进行社交和体验。,不支持退款申请：PICO退款政策,分类：应用,标签：社交,语言：简体中文,使用范围：原地站立,"控制方式：6-DOF 手柄, 头控","支持平台：PICO 4, PICO Neo3, PICO 4 Pro, PICO Neo3 Pro",版本：3.7.6.1,更新日期：2023-7-4,大小：606.3 MB,开发者：河南省柳枝秋科技有限公司,发行商：河南省柳枝秋科技有限公司,开发者隐私政策：隐私政策,开发者服务条款：服务条款,开发者网站：http://miyanxiaotaohb.com/,"权限：存储空间, 相机, 麦克风",咕搭,2023-09-22 01:54:22,2023-09-22 01:55:55
