name,简介,年龄,不支持退款,分类,标签,语言,使用范围,控制方式,支持平台,版本,更新日期,大小,开发者,发行商,权限,名称,start,end
斗鱼,简介王者荣耀：2022王者荣耀KPL春季赛火热进行中，上斗鱼看KPL！热门游戏 精彩看不完！云顶之弈：云顶之弈S6.5霓虹之夜重磅更新！金铲铲之战：云顶铲铲主播齐整活！ 和平精英：平台自制主播娱乐IP赛秋名山杯，主播强强联手，互相挑战，刺激无比！LOL手游：新英雄魔法猫咪上线啦！斗鱼国一猫咪教你上大分！大神主播 制霸全场管泽元、Doinb、大司马、周淑怡、灵药、Gemini、拖米、一条小团团、陈死狗、XDD、若若跑的贼快、YYF、女流66 王者荣耀：2022王者荣耀KPL春季赛火热进行中，上斗鱼看KPL！热门游戏 精彩看不完！云顶之弈：云顶之弈S6.5霓虹之夜重磅更新！金铲铲之战：云顶铲铲主播齐整活！ 和平精英：平台自制主播娱乐IP赛秋名山杯，主播强强联手，互相挑战，刺激无比！LOL手游：新英雄魔法猫咪上线啦！斗鱼国一猫咪教你上大分！大神主播 制霸全场管泽元、Doinb、大司马、周淑怡、灵药、Gemini、拖米、一条小团团、陈死狗、XDD、若若跑的贼快、YYF、女流66 ,年龄：16+,不支持退款申请：PICO退款政策,分类：应用,标签：视频,语言：简体中文,"使用范围：房间移动, 原地站立, 原地坐姿","控制方式：3-DOF 手柄, 6-DOF 手柄","支持平台：PICO Neo3, PICO Neo3 Pro, PICO Neo3 Eye, PICO 4, PICO 4 Pro, PICO Neo2 Lite, PICO Neo2",版本：7.2.5,更新日期：2022-6-30,大小：94.0 MB,开发者：武汉瓯越网视有限公司,发行商：武汉瓯越网视有限公司,"权限：存储空间, 相机, 麦克风",斗鱼,2023-09-21 01:14:51,2023-09-21 01:16:29
