name,简介,年龄,不支持退款,分类,标签,语言,使用范围,控制方式,支持平台,版本,更新日期,大小,开发者,发行商,开发者隐私政策,开发者网站,权限,名称,start,end
留白会议,简介留白会议致力于打造简单易用的VR会议工具。进入留白会议后输入会议房间，便可与其他用户进行远程会议沟通。电脑投屏网站为：https://omissionvr.com/screen留白会议致力于打造简单易用的VR会议工具。进入留白会议后输入会议房间，便可与其他用户进行远程会议沟通。电脑投屏网站为：https://omissionvr.com/screen,年龄：16+,不支持退款申请：PICO退款政策,分类：应用,标签：太空,语言：简体中文,"使用范围：原地坐姿, 原地站立, 房间移动",控制方式：6-DOF 手柄,"支持平台：PICO Neo3, PICO 4E, PICO Neo3 Pro, PICO Neo3 Eye, PICO 4, PICO 4 Pro",版本：1.3,更新日期：2022-11-22,大小：201.3 MB,开发者：厦门留白科技有限公司,发行商：厦门留白科技有限公司,开发者隐私政策：隐私政策,开发者网站：https://omissionvr.com/,"权限：存储空间, 位置信息, 相机, 麦克风",留白会议,2023-09-22 01:39:08,2023-09-22 01:40:29
