name,简介,年龄,不支持退款,分类,标签,游戏形式,语言,使用范围,控制方式,支持平台,版本,更新日期,大小,开发者,发行商,开发者隐私政策,权限,名称,start,end
家中的刽子手,简介刽子手晚上下班回家后会想些什么？《家中的刽子手》是一个互动动画体验，围绕着人类之间的认可和尴尬的亲密关系的主题展开讨论。五个故事交织在一起，每一个故事都展现了一个或几个人的微妙时刻：或脆弱、或俏皮、或惊恐、或沉思、或困惑、或好奇。面对这些情绪，我们的反应都非常相似：我们开始质疑自己的责任和反应。作品根据卡尔·桑德堡在《烟与钢》（1922）中的诗作改编。 刽子手晚上下班回家后会想些什么？《家中的刽子手》是一个互动动画体验，围绕着人类之间的认可和尴尬的亲密关系的主题展开讨论。五个故事交织在一起，每一个故事都展现了一个或几个人的微妙时刻：或脆弱、或俏皮、或惊恐、或沉思、或困惑、或好奇。面对这些情绪，我们的反应都非常相似：我们开始质疑自己的责任和反应。作品根据卡尔·桑德堡在《烟与钢》（1922）中的诗作改编。 ,年龄：16+,不支持退款申请：PICO退款政策,分类：游戏,标签：视频,游戏形式：单人,语言：简体中文,"使用范围：房间移动, 原地站立, 原地坐姿",控制方式：6-DOF 手柄,"支持平台：PICO Neo3 Pro, PICO Neo3, PICO Neo3 Eye, PICO 4, PICO 4 Pro",版本：1.0,更新日期：2022-6-17,大小：965.1 MB,"开发者：Floreal Films, Sandman Studios","发行商：Floreal Films, Sandman Studios",开发者隐私政策：隐私政策,权限：存储空间,家中的刽子手,2023-09-22 01:15:17,2023-09-22 01:16:55
