name,简介,支持退款,分类,标签,语言,使用范围,控制方式,支持平台,版本,更新日期,大小,开发者,发行商,开发者隐私政策,开发者服务条款,开发者网站,权限,名称,start,end
悦燃 UFit,"简介【惊喜课程神秘来袭，元素“减压”畅玩无阻】
【先试再玩：商店搜索“悦燃 UFit 体验版”，立即试玩】
--通往健康的愉悦之路，就在这里--
挥舞，出拳，燃脂，快乐，悉心陪伴你的点滴变化，悦燃越开心！
悦舞流畅舒展，燃拳充分燃烧，动作音乐完美同步，随时随地开启纯粹的淋漓爽快！
惊叹美景，悦耳旋律，忘掉烦恼，这是属于你的放松解压专属空间。
真人教练精心引导，温暖陪伴，将成为你的最强助力和鼓舞。
来吧，向着美与快乐，开启一场奇妙之旅!

欢迎加入悦燃UFit交流群，一起畅聊旅程！添加Pico官方客服微信号【Pico-Leah】即可加入~【惊喜课程神秘来袭，元素“减压”畅玩无阻】
【先试再玩：商店搜索“悦燃 UFit 体验版”，立即试玩】
--通往健康的愉悦之路，就在这里--
挥舞，出拳，燃脂，快乐，悉心陪伴你的点滴变化，悦燃越开心！
悦舞流畅舒展，燃拳充分燃烧，动作音乐完美同步，随时随地开启纯粹的淋漓爽快！
惊叹美景，悦耳旋律，忘掉烦恼，这是属于你的放松解压专属空间。
真人教练精心引导，温暖陪伴，将成为你的最强助力和鼓舞。
来吧，向着美与快乐，开启一场奇妙之旅!

欢迎加入悦燃UFit交流群，一起畅聊旅程！添加Pico官方客服微信号【Pico-Leah】即可加入~",支持退款申请：PICO退款政策,分类：应用,"标签：运动, 音乐, 放松",语言：简体中文,"使用范围：房间移动, 原地站立, 原地坐姿",控制方式：6-DOF 手柄,"支持平台：PICO Neo3, PICO 4, PICO 4 Pro",版本：5.0,更新日期：2023-1-13,大小：2.4 G,开发者：SightofJoy Studio,发行商：SightofJoy Studio,开发者隐私政策：隐私政策,开发者服务条款：服务条款,开发者网站：https://sightofjoy.com/,权限：存储空间,悦燃 UFit,2023-09-21 00:54:50,2023-09-21 00:56:48
