name,简介,年龄,不支持退款,分类,标签,语言,使用范围,控制方式,支持平台,版本,更新日期,大小,权限,名称,start,end
HOSVR,简介HOSVR-PICO1.0 ，是环视天下旗下一款基于直播saas平台VR终端应用，与平台用户数据打通， 只需在平台创建直播，既可以直接观看VR直播， 操作简单，让您随时随地收获完美的沉浸式体验。HOSVR-PICO1.0 ，是环视天下旗下一款基于直播saas平台VR终端应用，与平台用户数据打通， 只需在平台创建直播，既可以直接观看VR直播， 操作简单，让您…﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿,年龄：12+,不支持退款申请：PICO退款政策,分类：应用,标签：视频,语言：简体中文,"使用范围：原地站立, 原地坐姿","控制方式：头控, 3-DOF 手柄, 6-DOF 手柄","支持平台：PICO G2 4k, PICO Neo2, PICO Neo2 Lite, PICO Neo2 Eye, PICO Neo3, PICO 4, PICO G3, PICO 4 Pro, PICO Neo3 Pro, PICO Neo3 Eye",版本：2.0.1,更新日期：2022-7-8,大小：86.8 MB,"权限：存储空间, 麦克风",HOSVR,2023-09-21 02:05:14,2023-09-21 02:06:27
