name,简介,年龄,支持退款,分类,标签,游戏形式,语言,使用范围,控制方式,支持平台,版本,更新日期,大小,开发者,发行商,开发者隐私政策,开发者服务条款,开发者网站,名称,start,end
星穹,"简介长久以来，守护者的生命星座一直是世界的坚盾，抵御着虚无且无序的虚空。然而为人类的邪恶所吸引，虚空的腐蚀之力已经渗透进了星穹，而在这过程中，虚空使者更是推波助澜。星辰坠落灵魂之岛，世界之树破碎，整个世界陷入一片黑暗。星座再次升起，却已沦为邪恶之影。

现在，虚空将至，一切造物均面临着毁灭的风险；而作为最后的星辰，您将不得不作出最终抉择：是赋予世界树以重生，亦或是凝视其光芒永远消逝？

在早期测试期间购买，可获得折扣价！长久以来，守护者的生命星座一直是世界的坚盾，抵御着虚无且无序的虚空。然而为人类的邪恶所吸引，虚空的腐蚀之力已经渗透进了星穹，而在这过程中，虚空使者更是推波助澜。星辰坠落灵魂之岛，世界之树破碎，整个世界陷入一片黑暗。星座再次升起，却已沦为邪恶之影。

现在，虚空将至，一切造物均面临着毁灭的风险；而作为最后的星辰，您将不得不作出最终抉择：是赋予世界树以重生，亦或是凝视其光芒永远消逝？

在早期测试期间购买，可获得折扣价！",年龄：12+,支持退款申请：PICO退款政策,分类：游戏,"标签：冒险, 探索, 解谜",游戏形式：单人,"语言：英语, 简体中文, 繁体中文, 德语, 日语, 法语, 韩语, 西班牙语, 意大利语","使用范围：原地坐姿, 原地站立, 房间移动",控制方式：6-DOF 手柄,"支持平台：PICO 4, PICO 4 Pro, PICO Neo3",版本：23.01.30,更新日期：2023-2-1,大小：535.8 MB,开发者：3lbGames,发行商：3lbGames,开发者隐私政策：隐私政策,开发者服务条款：服务条款,开发者网站：https://vaultofstars.3lbgames.com/,星穹,2023-09-22 01:46:53,2023-09-22 01:48:28
