name,简介,年龄,支持退款,分类,标签,游戏形式,语言,使用范围,控制方式,支持平台,版本,更新日期,大小,开发者,发行商,开发者隐私政策,权限,名称,start,end
自然迷踪,简介带你探索热带海滩，水下海洋，甚至登上星球；探索认知超过20种不同的动物；在这里你能掌控天气，掌控白天与黑夜或创造属于自己的世界；你将沉浸在自然迷踪里，享受只属于你的专属世界。带你探索热带海滩，水下海洋，甚至登上星球；探索认知超过20种不同的动物；在这里你能掌控天气，掌控白天与黑夜或创造属于自己的世界；你将沉浸在自然迷…﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿,年龄：8+,支持退款申请：PICO退款政策,分类：游戏,"标签：放松, 冒险",游戏形式：单人,"语言：简体中文, 英语","使用范围：原地坐姿, 原地站立, 房间移动",控制方式：6-DOF 手柄,"支持平台：PICO Neo2, PICO Neo2 Wigig, PICO Neo2 Eye, PICO Neo2 Lite, PICO Neo3 Pro, PICO Neo3 Eye, PICO Neo3, PICO 4, PICO 4 Pro",版本：1.19,更新日期：2020-9-10,大小：457.5 MB,开发者：Greener Games,发行商：Greener Games,开发者隐私政策：隐私政策,权限：存储空间,自然迷踪,2023-09-22 03:47:29,2023-09-22 03:49:10
