name,简介,不支持退款,分类,标签,语言,使用范围,控制方式,支持平台,版本,更新日期,大小,开发者,发行商,开发者隐私政策,开发者服务条款,权限,名称,start,end
希壤,简介希壤是百度推出的首个国产元宇宙产品，一个跨越虚拟与现实、永续存在的多人互动虚拟世界。在这个无限的莫比乌斯环星球中，大量中国元素融入其中，元宇宙未来之旅在此开启。 【社交互动】通过拍照、捏脸、一句话描述创建独一无二的虚拟形象，随时随地随心交流，体验元宇宙时代的全新社交体验。 【观展看Show】科技、学术、艺术、汽车，无数元宇宙空间等待你来探索，和志趣相投的小伙伴们相遇于此。 【会议Party】大会小会发布会，带上会议日程表，欢迎来到可容纳10万人同屏交互的希壤世界中央会议中心。 【加入活动】参与希壤官方和希壤生态伙伴空间发起的趣味活动，打开元宇宙空间的无限精彩。希壤是百度推出的首个国产元宇宙产品，一个跨越虚拟与现实、永续存在的多人互动虚拟世界。在这个无限的莫比乌斯环星球中，大量中国元素融入其中，元宇宙未来之旅在此开启。 【社交互动】通过拍照、捏脸、一句话描述创建独一无二的虚拟形象，随时随地随心交流，体验元宇宙时代的全新社交体验。 【观展看Show】科技、学术、艺术、汽车，无数元宇宙空间等待你来探索，和志趣相投的小伙伴们相遇于此。 【会议Party】大会小会发布会，带上会议日程表，欢迎来到可容纳10万人同屏交互的希壤世界中央会议中心。 【加入活动】参与希壤官方和希壤生态伙伴空间发起的趣味活动，打开元宇宙空间的无限精彩。,不支持退款申请：PICO退款政策,分类：应用,"标签：社交, 探索",语言：简体中文,"使用范围：原地站立, 原地坐姿",控制方式：6-DOF 手柄,"支持平台：PICO Neo3, PICO Neo2, PICO Neo2 Lite, PICO Neo2 Eye, PICO 4, PICO 4E, PICO 4 Pro, PICO Neo3 Pro, PICO Neo3 Eye",版本：3.2.0.9574,更新日期：2023-7-28,大小：209.2 MB,开发者：百度,发行商：百度,开发者隐私政策：隐私政策,开发者服务条款：服务条款,"权限：存储空间, 位置信息, 相机, 麦克风",希壤,2023-09-21 01:34:55,2023-09-21 01:36:20
