name,简介,年龄,不支持退款,分类,标签,游戏形式,语言,名称,start,end
先锋：无尽旅途,"简介您将成为无尽旅程中的勇士！

《先锋：无尽旅途》是一款在天空中的悬浮岛上展开的FPS Roguelite类游戏。 在游戏里，你可以收集各种武器部件，并进行组合搭配。有些部件可以让武器伤害更高，有些反而减少优点，你需要努力寻找最佳组合。你也可以用特殊技能投掷能量球,岛上还分布着一些有用的设备可以协助你的战斗。你还可以通过你的精彩操作进行移动，避免所有攻击。

每次通关都可以得到完全不同的地图。你的每一个选择都将决定未来，永远不会有相同的地图和岛屿。就像你的武器组合一样，你的战斗经验每次都会不同。

反复挑战，打败所有怪物和boss，你会变得越来越强大。您将成为无尽旅程中的勇士！

《先锋：无尽旅途》是一款在天空中的悬浮岛上展开的FPS Roguelite类游戏。 在游戏里，你可以收集各种武器部件，并进行组合搭配。有些部件可以让武器伤害更高，有些反而减少优点，你需要努力寻找最佳组合。你也可以用特殊技能投掷能量球,岛上还分布着一些有用的设备可以协助你的战斗。你还可以通过你的精彩操作进行移动，避免所有攻击。

每次通关都可以得到完全不同的地图。你的每一个选择都将决定未来，永远不会有相同的地图和岛屿。就像你的武器组合一样，你的战斗经验每次都会不同。

反复挑战，打败所有怪物和boss，你会变得越来越强大。",年龄：8+,不支持退款申请：PICO退款政策,分类：游戏,"标签：射击, 动作, 冒险",游戏形式：单人,"语言：英语, 简体中文, 日语, 韩语",先锋：无尽旅途,2023-09-21 00:36:54,2023-09-21 00:39:32
