name,简介,年龄,支持退款,分类,标签,游戏形式,语言,使用范围,控制方式,支持平台,版本,更新日期,大小,开发者,发行商,开发者隐私政策,权限,名称,start,end
启示骑士,简介《天启骑士》是一款VR街机摩托车游戏，您必须在高速荒地道路上占优势，避免敌对交通，并保持生存，超速和骑行！《天启骑士》是一款VR街机摩托车游戏，您必须在高速荒地道路上占优势，避免敌对交通，并保持生存，超速和骑行！,年龄：12+,支持退款申请：PICO退款政策,分类：游戏,"标签：冒险, 射击, 竞速",游戏形式：单人,"语言：英语, 日语",使用范围：原地坐姿,"控制方式：头控, 6-DOF 手柄","支持平台：PICO Neo2, PICO Neo2 Wigig, PICO Neo2 Eye, PICO Neo2 Lite, PICO Neo3 Pro, PICO Neo3 Eye, PICO Neo3, PICO 4, PICO 4 Pro",版本：1.7.8,更新日期：2020-6-1,大小：252.2 MB,开发者： VRMonkey,发行商： VRMonkey,开发者隐私政策：隐私政策,权限：存储空间,启示骑士,2023-09-22 04:37:39,2023-09-22 04:39:17
