name,简介,年龄,支持退款,分类,标签,游戏形式,语言,使用范围,控制方式,支持平台,版本,更新日期,大小,开发者,发行商,开发者隐私政策,权限,名称,start,end
太空尽头,"简介Tartarus 反抗军正在侵占我们宝贵的矿物资源，意图占领地球。快来驾驶史上最先进的太空战斗机，通过手柄启动飞机引擎，在太空自由翱翔，用机炮和导弹将反抗军的战机送回地狱去！
通过战斗收集物资，不断升级你的战机。完成一项项惊险刺激的挑战任务，体验这场保卫地球的伟大战役吧！
Tartarus 反抗军正在侵占我们宝贵的矿物资源，意图占领地球。快来驾驶史上最先进的太空战斗机，通过手柄启动飞机引擎，在太空自由翱翔，用机炮和导弹将反抗军的战机送回地狱去！
通过战斗收集物资，不断升级你的战机。完成一项项惊险刺激的挑战任务，体验这场保卫地球的伟大战役吧！
",年龄：16+,支持退款申请：PICO退款政策,分类：游戏,"标签：射击, 太空",游戏形式：单人,"语言：英语, 日语","使用范围：原地坐姿, 原地站立","控制方式：头控, 6-DOF 手柄","支持平台：PICO Neo2, PICO Neo2 Wigig, PICO Neo2 Eye, PICO Neo2 Lite, PICO Neo3 Pro, PICO Neo3 Eye, PICO Neo3, PICO 4, PICO 4 Pro",版本：1.0.7,更新日期：2020-6-11,大小：469.1 MB,开发者：Orange Bridge Studios Inc,发行商：Orange Bridge Studios Inc,开发者隐私政策：隐私政策,权限：存储空间,太空尽头,2023-09-21 00:24:09,2023-09-21 00:25:39
