name,简介,不支持退款,分类,标签,语言,使用范围,控制方式,支持平台,版本,更新日期,大小,开发者,发行商,开发者隐私政策,权限,名称,start,end
古籍寻游记 - 殷墟甲骨,简介古籍寻游记第二章【殷墟甲骨】今日上线！玩家在《北图6006甲骨》中作为考古系的学生可以购买、修复甲骨。但在故事的推进中，却出现了意外，北图6006甲骨背后的秘密究竟是否能解开，还等各位前去一探究竟了！古籍寻游记第二章【殷墟甲骨】今日上线！玩家在《北图6006甲骨》中作为考古系的学生可以购买、修复甲骨。但在故事的推进中，却出现了意外，北图6006甲…﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿,不支持退款申请：PICO退款政策,分类：应用,"标签：视频, 探索, 解谜",语言：简体中文,"使用范围：房间移动, 原地站立, 原地坐姿",控制方式：6-DOF 手柄,"支持平台：PICO 4 Pro, PICO 4, PICO Neo3",版本：8.0,更新日期：2023-4-14,大小：3.2 G,开发者：海南创见未来科技有限公司,发行商：海南创见未来科技有限公司,开发者隐私政策：隐私政策,权限：存储空间,古籍寻游记 - 殷墟甲骨,2023-09-21 01:32:49,2023-09-21 01:34:36
