name,简介,年龄,支持退款,分类,标签,游戏形式,语言,使用范围,控制方式,支持平台,版本,更新日期,大小,开发者,发行商,开发者隐私政策,权限,名称,start,end
恐怖大厅 6DoF,"简介注意！《Dreadhalls》是一次刺激并令人恐惧的经历，胆小鬼慎入！
你在黑暗中醒来，仅有手中的油灯，你发现这是一座巨大的地牢，不时从黑暗中飘出奇怪的声响。小心翼翼的走出，探索地牢中的每个角落，收集道具和神秘的卷轴，跟随着卷轴的指引，找到逃脱的方法。你唯一能保护自己的武器就是来自你自身强大的勇气和手中微弱的光明。注意！《Dreadhalls》是一次刺激并令人恐惧的经历，胆小鬼慎入！
你在黑暗中醒来，仅有手中的油灯，你发现这是一座巨大的地牢，不时从黑暗中飘出奇怪的声响。小心翼翼的走出，探索地牢中的每个角落，收集道具和神秘的卷轴，跟随着卷轴的指引，找到逃脱的方法。你唯一能保护自己的武器就是来自你自身强大的勇气和手中微弱的光明。",年龄：16+,支持退款申请：PICO退款政策,分类：游戏,"标签：恐怖, 探索",游戏形式：单人,"语言：英语, 简体中文","使用范围：原地站立, 原地坐姿, 房间移动",控制方式：6-DOF 手柄,"支持平台：PICO Neo2, PICO Neo2 Wigig, PICO Neo2 Eye, PICO Neo2 Lite, PICO Neo3 Pro, PICO Neo3 Eye, PICO Neo3",版本：1.6.16,更新日期：2020-6-2,大小：209.4 MB,开发者：White Door Games,发行商：White Door Games,开发者隐私政策：隐私政策,权限：存储空间,恐怖大厅 6DoF,2023-09-21 01:42:11,2023-09-21 01:43:50
