name,简介,年龄,不支持退款,分类,标签,语言,使用范围,控制方式,支持平台,版本,更新日期,大小,开发者,发行商,开发者隐私政策,权限,名称,start,end
Notes On Blindness,简介1983 年，经过数十年的持续恶化，约翰赫尔完全失明。为了帮助他理解生活中的剧变，他开始用录音带记录他的经历。这些原始日记记录为这种交互式非虚构叙事奠定了基础，这是一种失明的认知和情感体验。讲故事、艺术指导和图形世界形成了一个独特而独特的沉浸感，由运动跟踪、空间化声音和控制器交互完成。1983 年，经过数十年的持续恶化，约翰赫尔完全失明。为了帮助他理解生活中的剧变，他开始用录音带记录他的经历。这些原始日记记录为这种交互式非虚构叙事奠定了基础，这是一种失明的认知和情感体验。讲故事、艺术指导和图形世界形成了一个独特而独特的沉浸感，由运动跟踪、空间化声音和控制器交互完成。,年龄：8+,不支持退款申请：PICO退款政策,分类：应用,"标签：视频, 教育","语言：英语, 简体中文, 德语, 法语","使用范围：房间移动, 原地站立, 原地坐姿",控制方式：6-DOF 手柄,"支持平台：PICO Neo3 Pro, PICO Neo3, PICO Neo3 Eye",版本：1.0,更新日期：2022-8-11,大小：2.0 G,开发者：ARTE France,发行商：ARTE France,开发者隐私政策：隐私政策,权限：存储空间,Notes On Blindness,2023-09-22 01:40:49,2023-09-22 01:42:26
