name,简介,年龄,支持退款,分类,标签,游戏形式,语言,使用范围,控制方式,支持平台,版本,更新日期,大小,开发者,发行商,开发者隐私政策,开发者网站,名称,start,end
射箭高手,"简介射箭高手是一款虚拟现实射箭游戏，提供两种有趣的游戏模式：战役和多人游戏。

在战役模式中，你需要完成目标射击、解救人质、偶尔猎杀可能进入你视野的野生动物等特定任务，每个关卡都有不同的挑战和任务供你完成。

在多人模式中，您可以与其他玩家或AI机器人竞争，体验竞技射箭的乐趣。射箭高手是一款虚拟现实射箭游戏，提供两种有趣的游戏模式：战役和多人游戏。

在战役模式中，你需要完成目标射击、解救人质、偶尔猎杀可能进入你视野的野生动物等特定任务，每个关卡都有不同的挑战和任务供你完成。

在多人模式中，您可以与其他玩家或AI机器人竞争，体验竞技射箭的乐趣。",年龄：12+,支持退款申请：PICO退款政策,分类：游戏,"标签：运动, 射击, 冒险","游戏形式：多人, 单人","语言：简体中文, 英语","使用范围：原地站立, 原地坐姿",控制方式：6-DOF 手柄,"支持平台：PICO 4, PICO Neo3, PICO Neo3 Pro, PICO 4 Pro",版本：1.0.3,更新日期：2023-4-5,大小：283.3 MB,开发者：杭州毒鱼科技有限公司,发行商：杭州毒鱼科技有限公司,开发者隐私政策：隐私政策,开发者网站：https://www.puffergames.com,射箭高手,2023-09-22 03:59:13,2023-09-22 04:02:26
