name,简介,不支持退款,分类,标签,语言,使用范围,控制方式,支持平台,版本,更新日期,大小,开发者,发行商,开发者隐私政策,名称,start,end
古籍寻游记 - 明清档案,简介PICO首部VR互动纪录片：古籍寻游记第一章【明清档案】卷宗开启！作为天文科新人，你将穿越至明清见到有名的钦天监南怀仁，并与他一起召唤神兽、观星象，撰写《钦天监南怀仁题本》，发扬历法事业！PICO首部VR互动纪录片：古籍寻游记第一章【明清档案】卷宗开启！作为天文科新人，你将穿越至明清见到有名的钦天监南怀仁，并与他一起召唤神兽、观星象…﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿,不支持退款申请：PICO退款政策,分类：应用,标签：视频,语言：简体中文,"使用范围：房间移动, 原地站立, 原地坐姿",控制方式：6-DOF 手柄,"支持平台：PICO 4, PICO Neo3, PICO 4 Pro",版本：4.0,更新日期：2023-3-1,大小：1.6 G,开发者：海南创见未来科技有限公司,发行商：海南创见未来科技有限公司,开发者隐私政策：隐私政策,古籍寻游记 - 明清档案,2023-09-21 01:42:05,2023-09-21 01:44:40
