name,简介,支持退款,分类,标签,语言,使用范围,控制方式,支持平台,版本,更新日期,大小,开发者,发行商,开发者隐私政策,权限,名称,start,end
苍穹,简介2-11-1第一部 星球：宇宙合响 （Spheres: Chorus of the Cosmos） 美国，法国 / 2018 / 13分钟 / 英语 简介：地球在歌唱。在这个交互式虚拟现实体验中，我们通过声音发现宇宙。 太阳系成为一种乐器，为我们带来一场震撼无比的演奏。 影片由舒淇讲述。  2-11-2第二部 星球：时空之歌 （Spheres: Songs of Spacetime） 美国，法国 / 2018 / 13分钟 / 英语 简介：潜入黑洞的中心，去揭开关于引力波的突破性发现。 坠入黑暗中，你将会发现光明。 影片由龚琳娜讲述。  2-11-3第三部 星球：暗淡蓝点 （Spheres: Pale Blue Dot） 美国，法国 / 2018 / 15分钟 / 英语 简介：宇宙大爆炸是静谧的，然后才有了声音。 这一趟从宇宙边缘出发的旅程，将带你发现所有奇异的歌声。 影片由李静讲述。2-11-1第一部 星球：宇宙合响 （Spheres: Chorus of the Cosmos） 美国，法国 / 2018 / 13分钟 / 英语 简介：地球在歌唱。在这个交互式虚拟现实体验中，我们通过声音发现宇宙。 太阳系成为一种乐器，为我们带来一场震撼无比的演奏。 影片由舒淇讲述。  2-11-2第二部 星球：时空之歌 （Spheres: Songs of Spacetime） 美国，法国 / 2018 / 13分钟 / 英语 简介：潜入黑洞的中心，去揭开关于引力波的突破性发现。 坠入黑暗中，你将会发现光明。 影片由龚琳娜讲述。  2-11-3第三部 星球：暗淡蓝点 （Spheres: Pale Blue Dot） 美国，法国 / 2018 / 15分钟 / 英语 简介：宇宙大爆炸是静谧的，然后才有了声音。 这一趟从宇宙边缘出发的旅程，将带你发现所有奇异的歌声。 影片由李静讲述。,支持退款申请：PICO退款政策,分类：应用,标签：视频,"语言：简体中文, 英语","使用范围：房间移动, 原地站立, 原地坐姿",控制方式：6-DOF 手柄,"支持平台：PICO Neo3 Pro, PICO Neo3, PICO Neo3 Eye, PICO 4, PICO 4E, PICO 4 Pro",版本：1.42,更新日期：2022-6-17,大小：1.7 G,"开发者：City Lights, Sandman Studios","发行商：City Lights, Sandman Studios",开发者隐私政策：隐私政策,"权限：存储空间, 麦克风",苍穹,2023-09-21 01:01:54,2023-09-21 01:03:34
