name,简介,支持退款,分类,标签,游戏形式,语言,使用范围,名称,start,end
Space Pirate Trainer,"简介拿起你的爆能枪，系好你的运动鞋，一路跳舞进入太空侠盗名人堂！
多种多样的子弹，还有炫酷的激光鞭，尽管用你最自由的方式打倒对手！
还可找上好友匹配竞技，你击败一个目标，对手就多一个敌人，感受趣味竞技，快来击退无情的机器人浪潮！拿起你的爆能枪，系好你的运动鞋，一路跳舞进入太空侠盗名人堂！
多种多样的子弹，还有炫酷的激光鞭，尽管用你最自由的方式打倒对手！
还可找上好友匹配竞技，你击败一个目标，对手就多一个敌人，感受趣味竞技，快来击退无情的机器人浪潮！",支持退款申请：PICO退款政策,分类：游戏,"标签：射击, 科幻, 太空","游戏形式：多人, 单人","语言：韩语, 法语, 西班牙语, 德语, 日语, 英语, 简体中文","使用范围：房间移动, 原地站立, 原地坐姿",Space Pirate Trainer,2023-09-22 02:02:30,2023-09-22 02:05:46
