name,简介,支持退款,分类,标签,语言,使用范围,控制方式,支持平台,版本,更新日期,大小,开发者,发行商,开发者隐私政策,名称,start,end
小小运动,"简介这款VR游戏是初出茅庐的几位开发者倾力打造的健康小游戏。游戏内容包括了在自己家小区花园内套套环、丢丢小飞镖、射击简单形状的目标。每个游戏上手都非常简单，但能够让你度过一个美好的欢乐时光。
团队开发者还会持续的不断地奉上新的小游戏更新，希望你会喜欢！这款VR游戏是初出茅庐的几位开发者倾力打造的健康小游戏。游戏内容包括了在自己家小区花园内套套环、丢丢小飞镖、射击简单形状的目标。每个游戏上手都非常简单，但能够让你度过一个美好的欢乐时光。
团队开发者还会持续的不断地奉上新的小游戏更新，希望你会喜欢！",支持退款申请：PICO退款政策,分类：应用,"标签：休闲, 运动","语言：英语, 简体中文","使用范围：原地站立, 原地坐姿",控制方式：6-DOF 手柄,"支持平台：PICO 4, PICO Neo3, PICO 4 Pro",版本：1.1.3,更新日期：2023-3-15,大小：300.0 MB,开发者：靖界科技,发行商：靖界科技,开发者隐私政策：隐私政策,小小运动,2023-09-22 03:52:00,2023-09-22 03:53:44
