game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Category,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required,review_1,review_2
branching,this game is a gorilla tag fan game called branching supported devices are quest-2 quest-pro quest-1 this game requires microphone and bluetooth support,3+,Multiplayer,Standing,Touch Controllers,"Quest, Quest 2, Meta Quest Pro",Games,Adventure,English,7.3,Questvr2og,questvr,https://sites.google.com/view/branching-privacy-policy/home,"Feb 10, 2023","https://www.oculus.com/experiences/quest/8730229513685899/?utm_source=oculusapplab.com&store=quest&item_id=8730229513685899&r=1, https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fsites.google.com%2Fview%2Fbranching-privacy-policy%2Fhome&followup=https%3A%2F%2Fsites.google.com%2Fview%2Fbranching-privacy-policy%2Fhome&ifkv=AXo7B7VgHWSLI4IYraayCAVXm3OQeMkounmakfSd2NHNcku4WY3kiaRhTVapEhZOI0R0ISSSVklzhw&osid=1&passive=1209600&flowName=GlifWebSignIn&flowEntry=ServiceLogin&dsh=S-250715723%3A1693338618652667&theme=glif",174.9 MB,Good,It’s good
