game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Category,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required,review_1,review_2,review_3,review_4,review_5
Chimpanzee Chase,"A game where people hang out, practice, and meet moderators! join the fun and don't worry, every single cosmetic is free(except the stick/rock because those are for moderators)",3+,"Multiplayer, Single User",Standing,Touch Controllers,"Quest 2, Meta Quest Pro",Games,", Action, Casual, Social",English,5.4.11,Waterbel Games,Waterbel,https://waterbel.wixsite.com/watergames,"Feb 13, 2023","https://www.oculus.com/experiences/quest/5911841498897386/?utm_source=oculusapplab.com&store&item_id=5911841498897386&r=1, https://waterbel.wixsite.com/watergames/watergames-chimpanzeechase-privacypolicy",127.1 MB,This game Is vary fun and has a good community,Right as i spawned in i was greatet with no body like no hands og no tummy good map though but i could not join any public server hope you Can fix this,There’s not even updates anymore in this game + you cant play multiplayer and you don’t even have a body man you have a game FIX IT OR DELETE IT!!,"The mods were so mean like saying your a nigge- monkey,😭😭😭",I love you
