game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Category,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required
Zoid Runners,"This is a game inspired by Gorilla Tag. Explore the maps, meet new friends, there are endless possibilities!",3+,Multiplayer,Standing,Touch Controllers,"Quest, Quest 2, Meta Quest Pro",Games,", Action, Adventure",English,0.1,NoobZoid,NoobZoid,https://sites.google.com/view/zoidrunners/home,"Apr 1, 2023","https://www.oculus.com/experiences/quest/6280037985392249/?utm_source=oculusapplab.com&store=quest&item_id=6280037985392249&r=1, https://sites.google.com/view/zoidrunners/privacy-policy",119.4 MB
