game_name,game_description,game_age,Game Modes,Supported Controllers,Supported Platforms,Genres,Languages,Version + Release Notes,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required,review_1,review_2,review_3
Rogue Aces VR,"Arcade seat of the pants aerial combat like never before in VR! Clear eight islands of enemies in your best time possible. Engage with enemy pilots, dodge anti-aircraft fire and take down tanks, boats, trucks, battleships and even enemy blimps. Discover the Kill-Switch mechanic - the faster you kill, the faster your bullets become. Wreak havoc as you see fit - after all, you are a Rogue Ace! The game has eight battle environments. The goal of each is to destroy every enemy in the shortest time possible. You can see how long you have taken and what enemies remain alive if you look down into your cockpit at the plane's dashboard. When you've defeated all the required targets in the area you'll need to fly back to the carrier to move on to the next set of targets. CONTROLS Left controller Stick Up/Down = Throttle speed up/down Stick Left/Right = Yaw left/right Right controller Stick Up/Down = Pitch up/down Stick Left/Right = Roll left/Right Trigger = Fire machine guns.",3+,Single User,Gamepad,"Quest, Quest 2, Meta Quest Pro",Flying,English,1.0,Infinite State Games,Infinite State Games,http://www.infinitestategames.com/,"Jul 8, 2022","https://www.oculus.com/experiences/quest/7330521523688850/?utm_source=oculusapplab.com&store=quest&item_id=7330521523688850&r=1, https://infinitestategames.com/rogue-aces-vr-privacy-policy/",284.0 MB,"Very nice game, you can use all your tricks as gamer combat pilot, much action than I expected, survival mode is amazing. It is a game difficult to keep far away once you start to play for sure, i love it, great job!!!",Is a really good game add a joystick,"✨🤩25% off games I have🤩✨ Send me a message by clicking on my icon and then on chat, with the word code and the game and I’ll send you a direct link for 25% off! The games I can give you 25% off are: •Wands VR • The Wizards Vr-Dark Times • Waltz of the wizard •Deism Vr •Thief Simulator VR Enjoy😊"
