game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Category,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required,review_1
GuitarKingVR demo,"GuitarKingVR is the ultimate guitar simulation. Play different songs in different locations. Show your skills, grab the right chords, rock like hell. GuitarKingVR is more than just playing air guitar, you get what you play! The flying picks show you the way, anyone can become a Guitar King. Switch from beginner to rockstar mode and show the world your skills. Are you ready to rock?",3+,Single User,Standing,Touch Controllers,"Quest, Quest 2, Meta Quest Pro",Games,", Music & Rhythm",English,1.1,nolodesign,nolodesign,https://www.nolodesign.com/guitarkingvrdemo/,"Jan 6, 2023","https://www.oculus.com/experiences/quest/8594161823989841/?utm_source=oculusapplab.com&store&item_id=8594161823989841&r=1, https://www.nolodesign.com/guitarkingvrdemo/pp.html",518.9 MB,I really wanna try this out but I don't see anywhere to download am I missing something
