game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Developer Terms of Service,Space Required
Pop's,"Pop's is the new funniest VR arcade game available! Find the matching object on your desk, grab it with your gun and shoot the toy before it falls. But be careful, enemies will try to prevent you. Chain multiple combos, shots and speed accuracy to reach the high score.",3+,Single User,"Standing, Sitting",Touch Controllers,"Quest, Quest 2, Meta Quest Pro",Shooter,"English, French (France), German, Italian, Spanish (Spain)",1.0z,Microbe Games S.A.R.L.,Microbe Games,https://www.microbegames.com/,"Jul 29, 2021","https://www.oculus.com/experiences/quest/3939702352763898/?utm_source=oculusapplab.com&store=quest&item_id=3939702352763898&r=1, https://www.microbegames.com/privacypolicy-pops",Terms of Service,167.1 MB
