game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Developer Terms of Service,Space Required,review_1
Ghost VRSE II,This VR surgery simulation will guide users through the various steps for implanting the Spineology Optimesh,3+,"Multiplayer, Single User","Standing, Roomscale, Sitting",Touch Controllers,"Quest, Quest 2, Meta Quest Pro",", Educational, Simulation",English,"1_9_9
(LIVE)","Ghost Productions, Inc","Ghost Productions, Inc.",https://ghostproductions.com/medical-vr-virtual-reality/,"Apr 8, 2022","https://www.oculus.com/experiences/quest/5219143604788679/?utm_source=oculusapplab.com&store=quest&item_id=5219143604788679&r=1, https://www.ghostproductions.com/privacy",Terms of Service,468.7 MB,Pretty cool to see how back surgery is done from a person who has had back surgery and its not fun to go through.
