game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required,review_1
Frog & Froggie,Cute platformer game for players with nerves of steel. Lead your frog hero on his odyssey to save the froggy girl. Double jump using your air powered fan-cap and slow your falls. Fill your belly with flies on your journey for maximum satisfaction. Features: - Several games in the one - Platformer game - Labyrinth game - Drive your car - Become captain on the boat - Gamepad support,3+,Single User,"Sitting, Standing","Touch Controllers, Gamepad","Quest, Quest 2, Meta Quest Pro","Adventure, Arcade, Puzzle",English,1.0.2,Čeněk Štrichel,Čeněk Štrichel,http://cenda.cz/games/,"Jun 13, 2022","https://www.oculus.com/experiences/quest/4231124763680178/?utm_source=oculusapplab.com&store=quest&item_id=4231124763680178&r=1, http://cenda.cz/privacy.html",604.6 MB,I am the best frogger
