game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Genres,Languages,Version + Release Notes,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required,review_1,review_2
Self Portrait,"A series of three self portraits of LaJune McMillian using their avatar, and face scan. ",12+,Single User,Sitting,Touch Controllers,"Quest, Quest 2, Meta Quest Pro",", Art/Creativity",English,1.0,LaJune McMillian,LaJune McMillian,https://laja.me/,"Apr 19, 2022","https://www.oculus.com/experiences/quest/4319278921463739/?utm_source=oculusapplab.com&store=quest&item_id=4319278921463739&r=1, https://app.termly.io/document/privacy-policy/8ff77a52-d20c-417c-8423-bd769ae36cd7",279.3 MB,Not very spooky.,"The forms are pretty, but very basic. The movement seems to be an afterthought... very uninspiring."
