game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Category,Genres,Languages,Version + Release Notes,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Developer Terms of Service,Space Required,review_1,review_2,review_3,review_4
Project Chimp,"Chimp Mania is a game about hanging out with friends! You can do many things like Walking on the moon, Talking to Friends, or even play in the water!!! You can also invite friends to play the game by telling them the code you are in!!! A code is a string of letters you can type in to see people! Or you can walk out of the tree to get in a public server!",12+,Multiplayer,"Standing, Roomscale, Sitting",Touch Controllers,"Quest 2, Meta Quest Pro",Games,"Action, Casual, Social",English,9.4,CoinoStudios,CoinoStudios,https://project-chimp.glitch.me/,"Mar 6, 2023","https://www.oculus.com/experiences/quest/6257204221010461/?utm_source=oculusapplab.com&store=quest&item_id=6257204221010461&r=1, https://project-chimp.glitch.me/privicy.txt",Terms of Service,180.2 MB,This game is fun and the horror mode is the funnest part about it how fun is this game 5 STARS GOOD.,Good game,Hi I wanted to say that I want to get mods because modders be kicking me so now I want mods I'm not begging and plus ur game is better than gorilla tag Go sub to me NuttyMonke go sub gonna hit 2 Million 🎉 🐵,Bbq Vhnbg
