game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Category,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Developer Terms of Service,Space Required,review_1,review_2,review_3,review_4,review_5
Monkey Runners,"Welcome to Monkey Runners, this game is inspired by gorilla tag because of it's locomotion where you move your hands in real life to move in the game, Have Fun",7+,Multiplayer,"Roomscale, Standing",Touch Controllers,"Quest, Quest 2, Meta Quest Pro",Games,", Action, Casual, Social",English,"2.15.26
(LIVE)",LynxVR Studios,LynxVR Studios,https://lynxstudios.pages.dev/,"Jan 8, 2023","https://www.oculus.com/experiences/quest/8379288308812955/?utm_source=oculusapplab.com&store=quest&item_id=8379288308812955&r=1, https://sites.google.com/view/lynx-studios-privacy-policy/home",Terms of Service,607.3 MB,I love your game it's amazing there is a question that may be impossible that I would like to ask you if you can make it you would be one of the best person for me I would appreciate it my question is if I can be a moderator and I have a reason why in another game my mods were removed for no reason and so I wanted to know if I could relive my dream?😞😅 thank you for reading my comment or not thank you very much. ( i have Discord if u want Adxr08#9898,I won't abuse. I will follow the rules. I won't false kick or ban. I will be kind to everyone. I will make sure no one some how gets out the map or does very bad glitches. Overall this is a really cool game and I recommend people should play it. -Cooldude4213,I would very much like to be mod. If I was mod I would be liked by the ppl and I wouldn’t abuse power. I would obey the rules. I have strong faith with god so I might have mixed thoughts about the homosexual lifestyle of ppl but I would let them be and not interfere unless necessary. Please make me mod. Like please.,I like this game and it’s fun but the monke model is just not the best that’s all,Every single moderator kicks me a lot and I want to become mod so plsssssss
