game_name,game_description,game_age,,Developer Privacy Policy,review_1,review_2
VR Pigeons,"Bob your head like a pigeon to use the unique movement controls to slip into your pigeon-self! All the world’s a rooftop, and all the men and women merely pigeons. Use the power of VR and absolutely unique movement controls to slip into your pigeon-self! Go out into the world and find a rooftop. Wait for the granny to throw some bread. Eat as much bread as possible! BREAD IS LIFE! How to become the ultimate VR Pigeon: • Channel to your inner Pigeon. Bob your head like a pigeon in order to move around and interact with your world • Unlock and discover four different levels • Protect your bread from other pigeons • Use power-ups and map shortcuts to be faster than other pigeons • Your pigeon enemies come in different shapes, avoid unnecessary conflicts!",3+,,https://www.oculus.com/experiences/quest/3957512337647287/?utm_source=oculusapplab.com&store&item_id=3957512337647287&r=1,,
