game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Genres,Languages,Version + Release Notes,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required
Kauri Classroom,"Kauri trees are treasured, iconic giants of the New Zealand forest. They are among the largest and longest-lived trees in the world. The largest of all, Tāne Mahuta, is about 2,000 years old and hosts an entire ecosystem of more than 100 species in his canopy. However, the kauri are currently threatened by a tiny microbe causing kauri dieback disease. This VR experience teaches you about the kauri tree and its connectedness with the surrounding forest. It also introduces the microbe causing kauri dieback disease, and what you can do to help keep the forest healthy. By using VR to encourage your curiosity about the forest, this experience aims to set you on the path to a lifelong interest in kaitiakitanga (guardianship of your natural environment)",3+,Single User,"Standing, Sitting, Roomscale",Touch Controllers,"Quest, Quest 2, Meta Quest Pro","Educational, Exploration, Narrative",English,2.0,Jeff Jones,Victoria University of Wellington,http://www.tekuraotekauri.nz/,"Oct 12, 2021","https://www.oculus.com/experiences/quest/3683724185063219/?utm_source=oculusapplab.com&store=quest&item_id=3683724185063219&r=1, http://www.tekuraotekauri.nz/privacy-policy.html",786.9 MB
