game_name,game_description,game_age,Game Modes,Supported Controllers,Supported Platforms,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required,review_1
Hypnotize Your Friends,A fun way to use your Oculus to tap into an altered state. You and your friends will have a blast with this unique quest app.,3+,Single User,Gamepad,"Quest, Quest 2, Meta Quest Pro",", 360 Experience (non-game)",English,1.0,lifeto llc,"lifeto, llc",https://lifeto.company/,"Sep 20, 2022","https://www.oculus.com/experiences/quest/5237960459664572/?utm_source=oculusapplab.com&store=quest&item_id=5237960459664572&r=1, https://lifeto.company/hypnotizeyourfriends/",787.9 MB,First review for The game...let get high
