game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Developer Terms of Service,Space Required
Hyper Run - VR Fitness Games 3D : SciFi Race Game,"This 3D virtual reality game will help you exercise. Using the movements of jumping, squatting, raising left and right hands to control, will help you both play games and practice sports at home. How to play. The player stands upright on the floor and uses 2 touch controller. Jump high to avoid obstacles. Sit down to go through the tunnel. Raise your left hand over your head to go left. Raise your right hand over your head to go right.",3+,Single User,Standing,Touch Controllers,"Quest, Quest 2, Meta Quest Pro",", Arcade, Racing, Sports",English,1.0,RBGAStudio,Le Son,https://sachanhviet.com/,"Aug 24, 2022","https://www.oculus.com/experiences/quest/3821636837960736/?utm_source=oculusapplab.com&store&item_id=3821636837960736&r=1, https://sachanhviet.com/privacy/",Terms of Service,137.1 MB
