game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required
BeaconLand,"The first metaverse education platform in Hong Kong, allowing you to enter a colourful virtual world and enjoy the fun of learning. 全香港第一個元宇宙教育平台，讓你進入多姿多彩的虛擬世界，享受學習的樂趣。",3+,Single User,"Sitting, Standing, Roomscale",Touch Controllers,"Quest, Quest 2, Meta Quest Pro","Adventure, Educational, Exploration","English, Chinese (Hong Kong)",2.0,PhDMeta,PhDMeta,https://beaconmeta.io/,"Feb 16, 2022","https://www.oculus.com/experiences/quest/4783410388404262/?utm_source=oculusapplab.com&store&item_id=4783410388404262&r=1, https://hanprop.com/phdmeta/beaconland-privacypolicy/",597.8 MB
