game_name,game_description,game_age,,Category,Genres,Languages,Version + Release Notes,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required,review_1,review_2,review_3,review_4,review_5
RealmCraft,"RealmCraft is a sandbox construction game with 3D procedurally generated world. Create and break apart various kinds of blocks, explore the environment, gather resources, craft weapons, build shelter and take part in combat with dangerous opponents. The game offers Creative mode where you focus on breaking new grounds of creation by building the most elaborate structures you can dream of. Realmcraft will entertain you for a long time and earn an unforgettable experience. • 3D Sandbox construction game; • Huge world to explore; • Build and destroy everything; • Build your own shelter; • Go deep into the mines; • Fight your enemies; • Creative mode to set your imagination free.",7+,"Quest 2, Meta Quest Pro",Games,", Action, Adventure","English, Portuguese (Portugal), Russian",0.3,Tellurion Mobile,Tellurion Mobile,https://www.realmcraft.app/,"Mar 28, 2023","https://www.oculus.com/experiences/quest/5355683574480106/?utm_source=oculusapplab.com&store&item_id=5355683574480106&r=1, http://www.tellurionmobile.com/privacy-policy",151.8 MB,,,,,
