game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required,review_1,review_2
Another Zombie-boss,"Where could another zombie boss hide? This time in an abandoned hotel with a bunch of zombie henchmen. To get to it, you need a rifle, cartridges and keys to closed rooms. Only the most courageous and skillful will be able to get to the boss and put an end to his existence.",7+,Single User,"Sitting, Standing, Roomscale",Touch Controllers,"Quest, Quest 2, Meta Quest Pro",", Shooter",English,"savet
(LIVE)",Aplayt,Aplayt,https://www.facebook.com/groups/8269967053076655,"Nov 11, 2022","https://www.oculus.com/experiences/quest/6168348533176789/?utm_source=oculusapplab.com&store=quest&item_id=6168348533176789&r=1, https://quaint-help-d05.notion.site/Privacy-Policy-for-Another-Zombie-boss-PrivacyPolicies-com-545b6b557a634c0b941b25969110192f",131.7 MB,Poopy,This is fun game and is fun
