game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required,review_1,review_2,review_3,review_4
Mouse Chasers,This is a game about mice chasing each other also this is inspired by Gorilla Tag. Hope you like this game it took me a wile to make have fun wile playing.,3+,Multiplayer,"Sitting, Standing, Roomscale",Touch Controllers,"Quest, Quest 2, Meta Quest Pro",", Action, Adventure",English,0.2,Sprite Games,Site Games,https://www.youtube.com/channel/UCNZYzWj3e5l7H7_7pLXiDkg,"Sep 6, 2022","https://www.oculus.com/experiences/quest/5598829223483119/?utm_source=oculusapplab.com&store&item_id=5598829223483119&r=1, https://docs.google.com/document/d/15ns_3-Ytt1bxL74qmTcJu-oXJXsNzf8QiTlUbz2iPs8/edit?usp=sharing",230.3 MB,The most horrible game I played,"Hello, This game is so much fun! I like this game because it’s so cool and awesome! Download right now!",BEST GAME IT IS SO DETAILED!!,Everyone has mods I can't get them make it easier
