game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Developer Terms of Service,Space Required,review_1
TunnelSkills - Shaft and Tunnel Construction,This experience takes you on 360 video walkthroughs of four different tunnelling methods: · Tunnel Boring Machine · Hand Mining · Pipejacking · Sprayed Concrete Lining,3+,Single User,"Sitting, Standing",Touch Controllers,"Quest, Quest 2, Meta Quest Pro","360 Experience (non-game), Educational, Utility",English,2.05,Make Real,Make Real Ltd,https://makereal.co.uk/work/citb-tunnelskills-induction/,"Dec 14, 2021","https://www.oculus.com/experiences/quest/4228061300624860/?utm_source=oculusapplab.com&store=quest&item_id=4228061300624860&r=1, https://makereal.co.uk/privacy-policy-tunnelskills-applab/",Terms of Service,1.72 GB,"I learned a lot about the hard condition from several of your app but this is the best one of all of them. It is well presented and I want to thank you for making this free. Just missing a quit button, and a navigation map. Stay safe and best of luck."
