game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required
Absolute Gravity,Participate in the space race championship to unlock all 37 circuits and 3 difficulty levels. Possibility to design your ships with an infinite number of colors and a choice of 100 combinations of different models that you can acquire over the course of the races by increasing their powers. 90 FPS mode for the Quest 2. Good game ! ,3+,Single User,Sitting,Touch Controllers,"Quest, Quest 2, Meta Quest Pro",", Racing, Roller Coaster, Space/Universe",English,0.7,Filmo,Pixihead,http://www.pixihead.com/,"Dec 22, 2021","https://www.oculus.com/experiences/quest/3543498265753468/?utm_source=oculusapplab.com&store=quest&item_id=3543498265753468&r=1, http://pixihead.com/absolute-gravity-privacy-policy.html",102.5 MB
