game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Developer Terms of Service,Space Required,review_1,review_2,review_3,review_4,review_5
Virus Popper,"Greetings Space Traveler, we need you to save the universe again! New virus variants threaten our galaxy. Level up with a new arsenal of weapons to combat these variants. We are equipping you with funky fun weapons like the Vaxcaliber, Vac Bat, and Jazzeroid Rocket Launcher. Explore new worlds and enjoy some newly mastered bangers by DJ Inkers while battling for the survival of the universe. For your protection, we are also giving you the option to vaccinate and wear a mask, but both are your choice! It is up to you to save the party people! Virus Popper Reopened is FREE and Includes: ● 4 New Maps! ● Over 15 funky weapons! ● 8 Types of Viruses! ● Progression Unlocks ● Original Virus Popper game mode",3+,Single User,Standing,Touch Controllers,"Quest, Quest 2, Meta Quest Pro",", Action, Arcade, Casual",English,1.5,Starcade Arcade LLC,Starcade Arcade LLC,https://www.starcadearcadellc.com/,"Mar 12, 2021","https://www.oculus.com/experiences/quest/5333524253326127/?utm_source=oculusapplab.com&store=quest&item_id=5333524253326127&r=1, https://www.starcadearcade.com/virus-popper-privacy-policy",Terms of Service,645.7 MB,"I just got VR a couple weeks ago and this free game alone has been worth the price of the system, it’s an absolute blast to play! It just feels so smooth and bashing and shooting the viruses really does provide hours of fun. The maps are so cool and the weapons are awesome, I love pairing the bat with the crossbow. Getting the DLC was a no brainer, I wanted more maps. I do wish the entire selection of songs was available on any map because they’re all really great.",This game is on the top right now! You can wash your hands in this game etc. You fight Germs with different kind of weapons you unlock on your way! Also there is tons of maps if you have DLC with you! Just Download this game and you won't be disappointed at all! Highly recommend you to even try this game,Fun and exiting way to learn how to get rid of viruses. And love your tiktoks,This game is a very fun experience,Very good
