game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Category,Genres,Languages,Version + Release Notes,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required
JYIU_SafetyEducationSystem,"This is the Plant safety training system. The user will learn how to respond in case of an emergency using this system. We will start with one plant, but we will continue to serve more and more plants.",3+,Single User,Standing,Touch Controllers,"Quest, Quest 2, Meta Quest Pro",Apps,Productivity,"English, Korean",0.1.5,zenst,LeeHU,http://www.zenstem.co.kr/,"Jan 18, 2023","https://www.oculus.com/experiences/quest/4485693348222032/?utm_source=oculusapplab.com&store=quest&item_id=4485693348222032&r=1, https://www.termsfeed.com/live/c0449cad-630c-4972-83f6-bef021187e16",259.8 MB
