game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required,review_1,review_2,review_3
VR Dodgeball Trainer,"VR Dodgeball Trainer was designed from the ground up by professional dodgeball players to give you the dodging prowess to survive out on the court. Watch out as these red menaces soar over your dome, leaving you constantly on your toes. Can you take on waves of enemies as the pressure rises?",3+,Single User,"Standing, Roomscale",Touch Controllers,"Quest, Quest 2, Meta Quest Pro","Action, Arcade, Sports",English,0.1.3.2,Grounded,Clique Games,http://clique.games/,"Apr 18, 2022","https://www.oculus.com/experiences/quest/4911780795523409/?utm_source=oculusapplab.com&store=quest&item_id=4911780795523409&r=1, https://www.clique.games/privacy-policy/",128.6 MB,,,
