game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Category,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Developer Terms of Service,Space Required,review_1,review_2,review_3,review_4,review_5
Enso,"Embark on a journey to unlock your inner peace with Enso, the immersive VR app inspired by the ancient wisdom of Zen Buddhism. • Discover 10 unique meditative journeys, each expertly crafted to help you focus, reduce anxiety and reach a state of deep relaxation. • Let the soothing ambient sounds and immersive music guide you towards a heightened sense of awareness and inner peace. • No two sessions are alike, with each journey offering a unique experience • Track your daily and lifetime meditation time, as well as your streaks, to help you stay motivated and reach your goals. • Enso caters to both beginners and experienced meditators, providing an ideal platform to elevate your mental and emotional well-being. Download Enso now and start your journey to a more mindful, serene, and fulfilling life.",3+,Single User,"Sitting, Standing, Roomscale",Touch Controllers,"Quest, Quest 2, Meta Quest Pro",Apps,", Health & Fitness, Relaxation & Meditation",English,1.0.0,elesdy,elesdy,https://elesdy.com/,"Jan 30, 2023","https://www.oculus.com/experiences/quest/6468080953203207/?utm_source=oculusapplab.com&store&item_id=6468080953203207&r=1, https://elesdy.com/games-privacy-vr/",Terms of Service,331.7 MB,,,,,
